Keywords,Tags,Volume,2025-08-15,2025-08-01,2025-07-26,2025-07-15,2025-07-01,2025-06-26,2025-06-15,2025-06-01,2025-05-26,2025-05-15,2025-05-01,2025-04-26,2025-04-15,2025-04-01,2025-03-26,2025-03-15,2025-03-01,2025-02-26,2025-02-15,2025-02-01,2025-01-26,2025-01-15,2025-01-01,2024-12-26,2024-12-15,2024-12-01,2024-11-26,2024-11-15,2024-11-08,2024-11-01,2024-10-26,2024-10-21,2024-08-01,2024-07-26,2024-07-15,2024-07-08,2024-07-01,2024-06-26,2024-06-15,2024-06-04,2024-06-01,2024-05-26,2024-05-23,2024-05-15,2024-05-01,2024-04-26,2024-04-15,2024-04-09,2024-04-01,2024-03-26,2024-03-15,2024-03-14,2024-03-07,2024-03-01,2024-02-01,2024-01-23,2024-01-16,2024-01-12,2024-01-11,2024-01-10,2024-01-02,2024-01-01,2023-12-01,2023-11-30,2023-11-15,2023-11-13,2023-11-10,2023-11-01,2023-10-01,2023-09-01,2023-08-14,2023-08-01,2023-07-27,2023-07-18,URL in SERP,Expected URL
clean room partition,cleanroom-walls-and-panels,110,2,1,1,2,3,2,2,1,1,3,3,3,1,3,3,1,2,3,3,2,2,3,2,2,2,2,2,3,3,-,2,2,1,1,1,1,1,2,1,n/a,2,2,n/a,1,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-wall-partitions.html,
clean room partition panels,cleanroom-walls-and-panels,10,2,1,1,3,3,3,2,3,3,4,4,5,3,8,6,6,2,4,4,4,4,6,5,3,5,3,2,4,2,2,2,2,1,1,1,1,1,1,1,n/a,1,1,n/a,1,2,2,2,2,1,2,1,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-wall-partitions.html,
clean room partitions,cleanroom-walls-and-panels,110,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,4,3,3,3,3,2,3,2,2,2,2,2,1,1,1,2,2,1,1,n/a,2,2,n/a,2,2,2,2,2,3,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-wall-partitions.html,
clean room pass box,passthroughs,30,3,3,3,3,3,3,3,2,2,2,4,3,4,3,4,5,6,-,-,4,-,10,2,10,7,17,14,15,6,4,4,3,5,6,6,6,6,9,7,n/a,11,8,n/a,5,7,4,5,4,3,3,4,n/a,n/a,7,5,n/a,n/a,n/a,n/a,n/a,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through,passthroughs,170,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,3,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through box,passthroughs,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,2,2,2,2,2,2,2,n/a,2,2,n/a,2,3,2,3,3,2,3,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through cabinet,passthroughs,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through cabinets,passthroughs,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,-,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through chamber,passthroughs,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,3,2,2,2,1,2,2,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,2,2,1,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through window,passthroughs,50,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,4,n/a,4,4,n/a,4,4,3,4,4,4,4,4,n/a,n/a,5,3,n/a,n/a,n/a,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass through windows,passthroughs,50,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,5,4,5,4,4,4,n/a,4,5,n/a,5,4,4,6,5,4,4,3,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/pass-through-windows.php,
clean room pass thru,passthroughs,170,3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,3,2,2,3,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass thru cabinet,passthroughs,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,4,4,2,4,4,2,4,4,n/a,n/a,4,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass thru cabinets,passthroughs,10,1,1,1,2,1,1,2,1,1,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,n/a,2,2,n/a,2,4,2,4,4,2,4,4,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room pass thru windows,passthroughs,10,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,6,5,6,6,7,n/a,5,5,n/a,3,5,4,7,6,4,6,5,n/a,n/a,5,3,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room passthrough,passthroughs,170,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
clean room portable workstations,tables-and-workbenches,0,10,7,7,7,7,7,9,8,7,6,8,8,6,8,7,7,8,10,7,10,7,10,10,10,9,10,10,13,12,11,8,8,11,13,13,7,14,10,11,n/a,15,12,n/a,9,12,11,12,12,12,11,13,n/a,n/a,9,8,n/a,n/a,n/a,n/a,n/a,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
clean room portable workstations bench,tables-and-workbenches,0,6,5,5,3,3,3,3,3,3,3,3,3,5,5,5,5,6,8,7,8,4,5,6,5,7,5,5,7,6,5,4,4,9,4,4,4,4,4,4,n/a,5,5,n/a,3,3,3,3,3,4,3,3,n/a,n/a,-,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
clean room portable workstations for crafts,tables-and-workbenches,0,-,2,-,-,9,19,11,3,5,4,6,1,5,3,8,8,12,18,14,9,12,7,3,5,1,7,1,6,6,7,6,3,9,8,9,9,11,12,14,n/a,16,18,n/a,11,12,11,16,12,9,10,9,n/a,n/a,12,14,n/a,n/a,n/a,n/a,n/a,10,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
clean room pressure,testing-monitoring,20,76,44,89,51,47,50,67,74,66,74,60,36,24,24,24,53,25,40,24,91,24,25,44,30,51,33,31,32,43,33,30,32,20,20,18,19,17,19,18,n/a,22,20,n/a,23,23,22,17,20,36,24,23,n/a,n/a,28,30,n/a,n/a,n/a,n/a,n/a,24,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/under-pressure-in-critical-environments,
clean room pressure control,cleanroom-controls,10,19,41,-,25,33,22,34,33,38,39,42,23,23,28,23,21,14,16,28,16,42,11,18,22,16,22,40,36,18,18,21,20,19,20,22,23,24,21,19,n/a,15,15,n/a,19,20,19,13,14,14,14,18,n/a,n/a,20,23,n/a,n/a,n/a,n/a,n/a,27,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-monitoring-system-differential-air-pressure-sensoscientific.html,
clean room pressure gauge,testing-monitoring,10,3,2,3,2,2,3,2,2,3,2,3,3,4,3,3,38,2,2,2,2,2,54,62,54,53,55,57,2,3,4,5,5,3,3,3,3,3,3,3,n/a,3,3,n/a,3,3,3,2,2,2,3,3,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/differential-pressure-gauge-magnehelic-installed-in-cleanroom-6600-86.html,
clean room pressure monitoring,testing-monitoring,10,8,2,6,6,6,5,5,7,5,5,6,6,5,6,6,3,3,6,4,4,4,3,4,5,59,4,5,6,3,5,8,5,7,7,7,7,7,7,7,n/a,5,6,n/a,5,4,4,4,4,4,3,4,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,5,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-monitoring-system-differential-air-pressure-sensoscientific.html,
clean room quality control,cleanroom-controls,0,57,59,8,50,38,44,54,29,42,41,39,19,12,22,13,8,13,13,14,13,13,9,14,16,9,12,13,12,13,8,9,9,6,7,3,5,7,10,10,n/a,8,8,n/a,8,5,5,6,7,6,8,6,n/a,n/a,5,8,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/what-is-a-clean-room-ISO-14644-1,
cleanroom iso 8,cleanroom-classes,390,9,12,14,15,18,18,17,18,17,15,14,12,13,13,13,15,15,15,16,15,15,15,14,16,13,13,13,12,12,10,13,13,10,9,10,9,10,10,11,n/a,7,9,n/a,9,9,7,9,9,8,7,-,n/a,n/a,13,10,n/a,n/a,n/a,n/a,n/a,14,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/iso-8-clean-room-design-standards-14644-1,
cleanroom klasse 7,"cleanroom-classes, low-volume-desktop",0,32,35,31,28,11,39,12,38,40,37,9,11,12,38,48,40,12,35,33,13,10,13,26,25,28,28,12,27,51,28,26,28,6,7,7,25,9,6,7,n/a,7,8,n/a,10,9,22,22,22,21,19,55,n/a,n/a,53,-,n/a,n/a,n/a,n/a,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/what-is-a-clean-room-ISO-14644-1,
cleanroom laminate workbench tops,"tables-and-workbenches, low-volume-desktop",0,30,30,40,30,29,32,32,36,28,26,27,22,24,31,27,26,30,27,24,24,23,21,30,24,23,17,18,12,12,11,13,13,17,15,16,16,17,18,19,n/a,16,20,n/a,22,16,16,17,20,27,18,23,n/a,n/a,36,30,n/a,n/a,n/a,n/a,n/a,29,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cabinet-workbench-for-cleanrooms-and-labs.html,
cleanroom led lighting,cleanroom-lights-ceilings,30,1,1,1,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,4,4,4,4,4,n/a,3,7,n/a,4,3,4,4,4,4,4,4,n/a,n/a,3,5,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-lights-and-panels.php,
cleanroom light fixtures,cleanroom-lights-ceilings,90,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,4,3,3,4,4,4,4,4,n/a,4,4,n/a,3,4,3,3,3,3,3,4,n/a,n/a,5,4,n/a,n/a,n/a,n/a,n/a,3,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-lights-and-panels.php,
cleanroom lighting,cleanroom-lights-ceilings,170,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,4,4,4,5,5,5,5,4,n/a,4,6,n/a,6,5,5,6,4,4,4,6,n/a,n/a,5,6,n/a,n/a,n/a,n/a,n/a,4,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-lights-and-panels.php,
cleanroom lighting fixtures,cleanroom-lights-ceilings,90,1,1,2,2,4,2,2,2,3,4,4,4,4,4,4,10,19,4,3,3,3,3,4,2,2,2,2,2,5,-,4,4,4,3,4,4,4,4,4,n/a,7,7,n/a,5,4,4,4,4,4,4,4,n/a,n/a,5,6,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-lights-and-panels.php,
cleanroom lockable cart,"carts-cabinets-storage, low-volume-desktop",0,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,4,1,3,3,3,2,2,2,2,2,3,4,4,4,4,n/a,2,2,n/a,3,3,3,3,3,3,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/carts.php,
cleanroom manufacturer,cleanroom-design,390,8,6,7,6,8,10,18,15,79,15,29,13,17,17,17,38,40,57,46,-,42,43,-,36,40,41,39,48,44,39,41,36,34,36,33,36,36,32,36,n/a,46,50,n/a,34,46,33,46,39,39,39,39,n/a,n/a,25,22,n/a,n/a,n/a,n/a,n/a,34,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/,
cleanroom manufacturers,cleanroom-design,390,6,5,5,4,5,4,5,6,10,8,11,9,13,11,9,25,25,27,24,31,24,29,31,29,29,31,26,36,33,33,38,27,23,25,22,22,23,22,26,n/a,34,34,n/a,28,41,36,42,26,28,31,24,n/a,n/a,23,20,n/a,n/a,n/a,n/a,n/a,20,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanrooms.php,
cleanroom manufacturing,cleanroom-design,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,57,63,64,62,75,72,74,78,55,43,41,46,46,46,57,60,n/a,78,87,n/a,61,75,61,69,25,25,13,12,n/a,n/a,15,18,n/a,n/a,n/a,n/a,n/a,18,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
cleanroom manufacturing companies,cleanroom-design,20,22,26,25,20,28,23,20,26,31,26,22,21,22,22,23,26,29,35,43,62,32,34,19,39,40,38,19,43,41,41,41,34,26,49,40,42,40,41,47,n/a,66,73,n/a,41,65,44,60,45,47,47,37,n/a,n/a,47,34,n/a,n/a,n/a,n/a,n/a,19,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanrooms.php,
cleanroom mirror,gowning-room-equipment,70,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,3,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/mirrors.php,
cleanroom mirrors,gowning-room-equipment,70,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,n/a,1,1,n/a,2,1,1,1,2,2,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/mirrors.php,
cleanroom mobile workstation,tables-and-workbenches,10,21,15,18,19,18,19,20,18,18,20,18,18,12,20,21,22,21,21,14,23,22,26,25,25,23,18,19,24,17,17,18,17,11,11,11,9,12,12,13,n/a,16,16,n/a,14,15,12,13,13,12,11,11,n/a,n/a,11,9,n/a,n/a,n/a,n/a,n/a,8,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
cleanroom modular,cleanroom,480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,2,1,1,1,2,3,2,3,3,3,4,n/a,3,2,n/a,5,4,4,4,4,4,4,4,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanrooms.php,
cleanroom modular workstations,"tables-and-workbenches, low-volume-desktop",0,4,3,4,4,4,4,4,4,4,4,4,3,4,2,3,2,5,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,5,5,3,5,7,5,6,n/a,4,5,n/a,2,3,2,5,5,5,5,1,n/a,n/a,3,4,n/a,n/a,n/a,n/a,n/a,3,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-work-stations-and-tables.php,
cleanroom monitor,testing-monitoring,50,6,5,3,4,5,4,6,6,6,3,3,3,4,4,4,4,4,4,8,7,7,4,4,4,5,5,4,5,7,7,6,5,2,3,5,3,5,5,5,n/a,3,4,n/a,3,2,2,2,2,3,2,2,n/a,n/a,2,12,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-monitoring-system-differential-air-pressure-sensoscientific.html,
cleanroom monitoring,testing-monitoring,50,12,7,5,8,23,19,19,17,12,12,8,9,9,8,8,14,19,16,13,13,14,18,16,14,10,14,14,13,7,12,12,8,2,3,3,3,4,6,6,n/a,5,6,n/a,6,5,6,9,9,7,5,5,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,6,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-monitoring-system-sensoscientific.html,
cleanroom monitoring equipment,testing-monitoring,10,2,2,1,1,2,1,2,3,4,4,2,4,5,4,4,4,6,7,7,6,6,10,8,8,5,8,7,9,4,4,8,8,2,2,3,2,2,2,2,n/a,2,2,n/a,1,1,1,1,1,1,1,2,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-monitoring-system-sensoscientific.html,
cleanroom monitoring software,testing-monitoring,10,5,4,4,5,4,6,7,5,4,6,6,6,6,6,6,6,7,7,4,7,7,8,10,6,8,11,10,11,10,11,12,7,7,7,13,11,9,8,11,n/a,9,9,n/a,8,8,8,7,7,8,8,5,n/a,n/a,6,5,n/a,n/a,n/a,n/a,n/a,6,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/lighthouse-lms-express-software-real-time-monitoring-lws.html,
cleanroom nitrile gloves,cleanroom-supplies,70,10,11,10,10,14,17,15,22,33,30,31,37,34,44,-,33,39,36,33,41,26,14,39,38,14,38,42,40,37,34,37,35,31,35,40,42,38,45,44,n/a,51,47,n/a,52,54,55,26,27,26,-,43,n/a,n/a,23,23,n/a,n/a,n/a,n/a,n/a,21,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/exam-room-equipment-and-furnishings/gloves/cleanroom-gloves.php,
cleanroom notebook,cleanroom-supplies,210,-,-,40,39,38,36,36,14,15,24,22,19,35,36,37,90,88,15,16,18,17,42,30,39,33,30,39,15,17,16,28,16,34,39,38,42,29,28,25,n/a,24,26,n/a,21,23,24,25,19,21,26,24,n/a,n/a,24,26,n/a,n/a,n/a,n/a,n/a,27,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
cleanroom notebooks,cleanroom-supplies,210,-,37,-,40,42,44,36,39,38,25,38,32,18,27,35,16,25,89,24,22,18,20,48,23,46,31,48,20,22,32,35,38,46,57,41,65,39,36,43,n/a,41,30,n/a,35,54,54,49,52,43,56,54,n/a,n/a,61,58,n/a,n/a,n/a,n/a,n/a,64,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
cleanroom panels,cleanroom-walls-and-panels,320,3,3,2,2,2,3,1,3,4,4,3,3,5,4,4,4,4,5,4,4,4,4,4,4,5,6,4,6,3,19,5,5,5,5,5,5,12,10,5,n/a,6,5,n/a,6,6,7,5,6,6,6,7,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,6,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/wall-panels-frp-for-cleanrooms-3052-pp-01.html,
cleanroom parts racks for shipping,"low-volume-desktop, gowning-room-equipment",0,3,3,2,4,5,3,4,4,4,3,1,1,4,3,2,3,4,4,5,5,5,4,4,2,2,3,2,2,2,2,1,1,2,3,3,3,2,3,3,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/carts.php,
cleanroom pass through,passthroughs,170,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,n/a,2,1,n/a,2,2,2,2,2,2,2,1,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
cleanroom pass through box,passthroughs,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,n/a,2,2,n/a,2,2,2,2,2,2,2,2,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
cleanroom pass through chamber,passthroughs,20,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
cleanroom pass through chambers,passthroughs,20,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
cleanroom pass through window,passthroughs,50,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,5,4,3,n/a,4,6,n/a,5,6,5,9,8,9,7,6,n/a,n/a,6,3,n/a,n/a,n/a,n/a,n/a,5,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-pass-through-chambers.php,
